"bird_name"	"Greater White-fronted Goose"	"Snow Goose"	"Ross's Goose"	"Cackling Goose"	"Canada Goose"	"Mute Swan"	"Trumpeter Swan"	"Tundra Swan"	"Wood Duck"	"Gadwall"	"American Wigeon"	"American Black Duck"	"Mallard"	"Blue-winged Teal"	"Northern Shoveler"	"Northern Pintail"	"Green-winged Teal"	"Green-winged Teal (American)"	"Canvasback"	"Redhead"	"Ring-necked Duck"	"Greater Scaup"	"Lesser Scaup"	"Harlequin Duck"	"Surf Scoter"	"White-winged Scoter"	"Black Scoter"	"Long-tailed Duck"	"Bufflehead"	"Common Goldeneye"	"Barrow's Goldeneye"	"Common/Barrow's Goldeneye"	"Hooded Merganser"	"Common Merganser"	"Red-breasted Merganser"	"Ruddy Duck"	"duck sp."	"Northern Bobwhite"	"Ring-necked Pheasant"	"Gray Partridge"	"Ruffed Grouse"	"Greater/Lesser Prairie-Chicken"	"Wild Turkey"	"Red-throated Loon"	"Common Loon"	"loon sp."	"Pied-billed Grebe"	"Horned Grebe"	"Red-necked Grebe"	"Western Grebe"	"Double-crested Cormorant"	"American Bittern"	"Great Blue Heron (Blue form)"	"Black-crowned Night-Heron"	"Northern Harrier"	"Sharp-shinned Hawk"	"Cooper's Hawk"	"Northern Goshawk"	"Northern Goshawk (American)"	"Accipiter sp."	"Bald Eagle"	"Red-shouldered Hawk"	"Broad-winged Hawk"	"Red-tailed Hawk"	"Rough-legged Hawk"	"Buteo sp."	"King Rail"	"Virginia Rail"	"Sora"	"American Coot"	"Sandhill Crane"	"Killdeer"	"Wilson's Snipe"	"Wilson's/Common Snipe"	"American Woodcock"	"Black-legged Kittiwake"	"Bonaparte's Gull"	"Ring-billed Gull"	"Herring Gull"	"Thayer's Gull"	"Iceland Gull"	"Lesser Black-backed Gull"	"Glaucous Gull"	"Great Black-backed Gull"	"gull sp."	"Rock Pigeon (Feral Pigeon)"	"Mourning Dove"	"Eastern Screech-Owl"	"screech-owl sp."	"Great Horned Owl"	"Snowy Owl"	"Barred Owl"	"Long-eared Owl"	"Short-eared Owl"	"Northern Saw-whet Owl"	"Belted Kingfisher"	"kingfisher sp."	"Red-headed Woodpecker"	"Red-bellied Woodpecker"	"Yellow-bellied Sapsucker"	"Downy Woodpecker"	"Hairy Woodpecker"	"Northern Flicker"	"Northern Flicker (Yellow-shafted)"	"Pileated Woodpecker"	"American Kestrel"	"Merlin"	"Peregrine Falcon"	"Eastern Phoebe"	"Northern Shrike"	"White-eyed Vireo"	"Blue Jay"	"American Crow"	"crow sp."	"Horned Lark"	"Horned Lark (Eastern dark Group)"	"Barn Swallow"	"Black-capped Chickadee"	"Boreal Chickadee"	"chickadee sp."	"Tufted Titmouse"	"Red-breasted Nuthatch"	"White-breasted Nuthatch"	"Brown Creeper"	"Winter Wren"	"Pacific/Winter Wren"	"Sedge Wren"	"Marsh Wren"	"Carolina Wren"	"Bewick's Wren"	"Golden-crowned Kinglet"	"Ruby-crowned Kinglet"	"Eastern Bluebird"	"bluebird sp."	"Townsend's Solitaire"	"Hermit Thrush"	"Wood Thrush"	"American Robin"	"Varied Thrush"	"Gray Catbird"	"Brown Thrasher"	"Sage Thrasher"	"Northern Mockingbird"	"European Starling"	"American Pipit"	"Bohemian Waxwing"	"Cedar Waxwing"	"Lapland Longspur"	"longspur sp."	"Snow Bunting"	"Ovenbird"	"Northern Waterthrush"	"Orange-crowned Warbler"	"Common Yellowthroat"	"yellowthroat sp."	"Pine Warbler"	"Yellow-rumped Warbler"	"Yellow-rumped Warbler (Myrtle)"	"American Tree Sparrow"	"Chipping Sparrow"	"Field Sparrow"	"Black-throated Sparrow"	"Fox Sparrow"	"Dark-eyed Junco"	"Dark-eyed Junco (Slate-colored/Cassiar)"	"Dark-eyed Junco (Slate-colored)"	"Dark-eyed Junco (Oregon)"	"White-crowned Sparrow"	"Harris's Sparrow"	"White-throated Sparrow"	"Vesper Sparrow"	"Savannah Sparrow"	"Song Sparrow"	"Lincoln's Sparrow"	"Swamp Sparrow"	"Spotted Towhee"	"Eastern Towhee"	"Spotted/Eastern Towhee (Rufous-sided Towhee)"	"sparrow sp."	"Northern Cardinal"	"Rose-breasted Grosbeak"	"Red-winged Blackbird"	"Western Meadowlark"	"Eastern Meadowlark"	"Western/Eastern Meadowlark"	"Rusty Blackbird"	"Brewer's Blackbird"	"Common Grackle"	"Common Grackle (Purple)"	"Brown-headed Cowbird"	"Baltimore Oriole"	"blackbird sp."	"Pine Grosbeak"	"House Finch"	"Purple Finch"	"Red Crossbill"	"White-winged Crossbill"	"Common Redpoll"	"Hoary Redpoll"	"redpoll sp."	"Pine Siskin"	"American Goldfinch"	"Spinus sp. (goldfinch sp.)"	"Evening Grosbeak"	"finch sp."	"House Sparrow"	"bird sp."
"Horned Lark (Eastern dark Group)"	0.9353	0.89249	0.94005	0.81956	-0.42828	0.83268	0.88106	-0.04905	0.7178	-0.18935	0.6121	-0.17157	-0.61041	0.92139	-0.03742	0.76115	0.81292	0.92505	-0.04442	0.65886	0.59302	0.87853	0.03582	0.9447	0.93987	0.87272	0.93097	0.86415	0.09727	-0.32404	0.95379	0.97259	0.50293	-0.38617	0.72267	0.63444	0.53897	0.91855	0.03675	0.92367	0.85753	0.95383	0.55622	0.94927	0.8063	0.97442	0.75066	0.85728	0.9356	0.95379	0.94478	0.95379	0.77812	0.94466	0.72077	0.62478	0.64978	0.82137	0.94904	0.93077	0.69444	0.89879	0.95378	0.15333	0.57485	0.95362	0.95374	0.86754	0.94912	-0.38688	0.71762	0.93545	0.89749	0.73577	0.94918	0.94019	0.9538	-0.29467	-0.43014	0.92639	0.92165	0.8883	0.87364	0.94022	0.78657	-0.35537	-0.51561	0.64905	0.84749	0.50638	0.87875	0.62576	0.70735	0.83742	0.83297	0.57631	0.92984	0.71837	0.13544	0.68858	-0.34498	0.06613	0.81459	0.79276	0.85795	0.54454	0.87341	0.92172	0.94472	0.61247	0.94475	-0.36254	-0.47514	0.81189	0.42548	1.0	0.94473	-0.60546	0.94462	0.62487	0.50833	0.41994	-0.38883	0.23344	0.8917	0.80486	0.94923	0.9355	0.77262	0.95372	0.24287	0.87688	0.84162	0.96378	0.94476	0.74409	0.95379	-0.11368	0.93548	0.8931	0.80012	0.95378	0.95009	-0.67313	0.94008	0.93535	-0.07981	0.13134	0.95379	0.57428	0.94921	0.95379	0.9538	0.92155	0.9776	0.95379	0.92627	0.93097	-0.52973	0.93553	0.89258	0.95372	0.76595	-0.13675	0.95301	-0.45721	0.83338	0.8045	0.94927	0.44404	0.93057	0.93528	0.36964	0.93092	0.52706	0.94014	0.87887	0.91677	0.49189	-0.52525	0.95375	-0.28527	0.93207	0.90322	0.86287	0.42927	0.92956	0.39062	0.89344	0.36536	0.94474	0.86679	0.89156	-0.1451	0.22759	0.85019	0.83822	0.29295	0.94859	0.9501	0.00318	-0.49345	0.90719	0.81667	0.97698	-0.48521	0.91338
"Barn Swallow"	0.96408	0.94005	0.96881	0.85764	-0.41478	0.87162	0.91948	-0.01597	0.78282	-0.1738	0.67954	-0.19535	-0.64894	0.95022	0.02802	0.80004	0.8507	0.95384	-0.04116	0.6825	0.61227	0.91688	0.00619	0.97344	0.96863	0.91134	0.95977	0.88618	0.12662	-0.37933	0.98251	0.97807	0.51124	-0.36443	0.73145	0.66975	0.56268	0.88287	-0.04102	0.94093	0.88523	0.98254	0.60932	0.978	0.86627	0.97686	0.81282	0.88643	0.96438	0.98251	0.97353	0.9825	0.83937	0.9734	0.71246	0.69436	0.67196	0.87075	0.97777	0.96857	0.74793	0.89041	0.9825	0.16186	0.58237	0.98233	0.98245	0.90633	0.97784	-0.38968	0.76647	0.96423	0.9357	0.76362	0.98676	0.97784	0.9913	-0.27517	-0.39544	0.95521	0.95966	0.92677	0.92183	0.97786	0.83973	-0.30608	-0.49421	0.71945	0.83825	0.51472	0.9078	0.63319	0.75989	0.87604	0.88213	0.61224	0.95862	0.71255	0.15154	0.74267	-0.38082	0.05572	0.86438	0.82205	0.8871	0.60543	0.91194	0.95056	0.97347	0.66991	0.9735	-0.46324	-0.47862	0.74475	0.46307	0.94473	1.0	-0.57076	0.97337	0.53122	0.54415	0.42775	-0.41701	0.22983	0.93021	0.85489	0.97796	0.98219	0.82372	0.98244	0.23242	0.9059	0.8808	0.98187	0.9735	0.78513	0.98251	-0.08983	0.96426	0.93139	0.85014	0.98249	0.96414	-0.67274	0.96884	0.96412	-0.04181	0.12163	0.98251	0.55467	0.97794	0.98251	0.98252	0.96848	0.98216	0.9825	0.95508	0.95976	-0.54913	0.96431	0.94017	0.98244	0.81721	-0.11793	0.98172	-0.45185	0.8725	0.84423	0.978	0.51842	0.96833	0.97299	0.37668	0.96868	0.58835	0.97783	0.90718	0.94562	0.43706	-0.52244	0.98247	-0.26741	0.95685	0.93185	0.90121	0.42809	0.96731	0.46058	0.92138	0.41135	0.97349	0.89355	0.91048	-0.10236	0.22518	0.86192	0.87618	0.32663	0.97731	0.96455	0.04518	-0.45847	0.86915	0.85523	0.98254	-0.59477	0.94122
"Black-capped Chickadee"	-0.53567	-0.45897	-0.55388	-0.32249	0.7122	-0.28317	-0.41971	0.47827	-0.17489	0.62785	0.01491	0.21964	0.6714	-0.55156	0.59842	-0.27843	-0.34347	-0.53153	0.17138	-0.12024	0.06539	-0.46607	0.15622	-0.57285	-0.56387	-0.4594	-0.51878	-0.35887	0.3747	0.4743	-0.58417	-0.61055	0.21418	0.59505	-0.16637	0.04047	-0.30767	-0.61562	0.14696	-0.5455	-0.52056	-0.60228	0.07346	-0.57746	-0.27023	-0.60804	-0.28309	-0.42051	-0.54424	-0.58868	-0.56287	-0.59249	-0.1883	-0.57261	-0.22698	0.04676	0.08473	-0.37176	-0.59089	-0.56289	-0.05234	-0.5001	-0.59683	0.56741	0.12445	-0.59548	-0.59681	-0.42069	-0.58918	0.56394	-0.24536	-0.57383	-0.43813	-0.32446	-0.59159	-0.57701	-0.58924	0.58479	0.67226	-0.51134	-0.51816	-0.42259	-0.43955	-0.56524	-0.46682	0.68733	0.86637	0.03065	-0.51929	0.24165	-0.48283	-0.03466	-0.31585	-0.41364	-0.33646	0.16252	-0.6333	-0.28537	0.62808	-0.08137	0.86549	0.57986	-0.28021	-0.34772	-0.38541	0.18138	-0.40603	-0.5202	-0.57641	0.06893	-0.57365	0.54431	0.62802	-0.63196	0.21548	-0.60546	-0.57076	1.0	-0.59057	-0.51229	0.2044	0.31024	0.80484	0.46704	-0.44684	-0.31521	-0.58296	-0.55524	-0.1859	-0.59218	0.29004	-0.46937	-0.30658	-0.60529	-0.56297	-0.15932	-0.58918	0.7291	-0.56068	-0.4783	-0.40442	-0.59742	-0.55638	0.78766	-0.54817	-0.59092	0.66322	0.05666	-0.58882	-0.12408	-0.58313	-0.5904	-0.58915	-0.55541	-0.60521	-0.58732	-0.52576	-0.56208	0.56021	-0.54453	-0.47609	-0.59218	-0.18406	0.54308	-0.59878	0.52803	-0.46775	-0.25941	-0.57577	0.30461	-0.56879	-0.54456	0.37266	-0.52906	0.158	-0.556	-0.4194	-0.56821	-0.41073	0.95619	-0.59355	0.28857	-0.56081	-0.56458	-0.4878	-0.18068	-0.5652	0.17496	-0.54582	0.1536	-0.58282	-0.58417	-0.55591	0.69315	0.28139	-0.42293	-0.44198	0.04449	-0.58978	-0.62234	0.47583	0.92429	-0.66629	-0.4831	-0.6051	0.53521	-0.56342
"Boreal Chickadee"	0.96397	0.92133	0.9687	0.84741	-0.43405	0.86167	0.90993	-0.03823	0.74802	-0.19316	0.66769	-0.17655	-0.65352	0.95011	-0.02452	0.78921	0.84039	0.95373	0.03367	0.68931	0.61391	0.92019	0.01569	0.97333	0.96852	0.92083	0.95966	0.87619	0.1126	-0.37203	0.9824	0.97796	0.50849	-0.38665	0.7196	0.65948	0.55677	0.88276	-0.0339	0.94082	0.88514	0.98243	0.58044	0.97789	0.8356	0.98548	0.8019	0.88631	0.96427	0.9824	0.97342	0.9824	0.80776	0.98228	0.71336	0.66897	0.65965	0.85065	0.98661	0.95945	0.72431	0.91001	0.98239	0.15443	0.58279	0.99123	0.98234	0.89651	0.97774	-0.38086	0.74335	0.96412	0.92631	0.75201	0.9778	0.96884	0.98241	-0.28792	-0.43847	0.9551	0.95037	0.91718	0.9026	0.96887	0.8206	-0.3534	-0.52871	0.67727	0.85833	0.49661	0.91716	0.6332	0.76137	0.86603	0.87224	0.59803	0.95851	0.7016	0.13823	0.71922	-0.39962	0.05296	0.85352	0.82189	0.88698	0.59098	0.90237	0.95044	0.97336	0.64424	0.97339	-0.46376	-0.48851	0.75295	0.45211	0.94462	0.97337	-0.59057	1.0	0.53114	0.53213	0.40637	-0.42762	0.22842	0.92054	0.8446	0.97785	0.96417	0.80231	0.99124	0.23955	0.90578	0.87064	0.98176	0.9734	0.78502	0.9824	-0.1088	0.96415	0.92195	0.8401	0.98239	0.95502	-0.69529	0.96873	0.96402	-0.06765	0.1692	0.9824	0.5724	0.97784	0.9824	0.98241	0.95027	0.98205	0.9824	0.95497	0.95965	-0.53636	0.9642	0.92143	0.99124	0.79568	-0.13244	0.98161	-0.45744	0.88322	0.8441	0.97789	0.50609	0.95925	0.96395	0.3639	0.9596	0.57445	0.9688	0.89756	0.94551	0.44223	-0.54198	0.98236	-0.28011	0.94773	0.93174	0.91484	0.41757	0.95823	0.42824	0.93017	0.38545	0.97338	0.89345	0.93137	-0.13879	0.23625	0.86228	0.88576	0.32876	0.9772	0.96444	0.04775	-0.48941	0.86904	0.85585	0.98243	-0.59412	0.94111
"chickadee sp."	0.52264	0.48317	0.52696	0.42946	-0.32775	0.42911	0.47286	-0.11449	0.32359	-0.23816	0.22322	0.01647	-0.1122	0.51646	-0.16216	0.35347	0.44023	0.5134	-0.08482	0.41677	0.26515	0.47108	0.03487	0.5312	0.52683	0.4717	0.51861	0.46903	0.3257	0.05975	0.53949	0.57433	0.18605	-0.32028	0.49886	0.25743	0.28789	0.59179	0.49999	0.50219	0.57075	0.54593	0.23597	0.53537	0.40277	0.57124	0.47635	0.45035	0.52286	0.53949	0.53126	0.53949	0.38212	0.53117	0.47915	0.22955	0.36022	0.41623	0.5352	0.51847	0.30665	0.52338	0.53948	0.07131	0.29766	0.53936	0.53945	0.45994	0.53525	-0.30668	0.36208	0.52927	0.48779	0.46412	0.5353	0.52706	0.5395	-0.22591	-0.29709	0.5144	0.51005	0.47915	0.46545	0.52709	0.42457	-0.33022	-0.43312	0.27585	0.53843	0.16607	0.47019	0.42212	0.3406	0.42856	0.42706	0.19527	0.62757	0.4038	0.02041	0.28538	-0.18508	0.14593	0.41238	0.37975	0.45084	0.13482	0.46527	0.5101	0.53122	0.3046	0.53124	0.14714	-0.39073	0.92723	0.20146	0.62487	0.53122	-0.51229	0.53114	1.0	0.15015	0.26618	-0.09681	0.00797	0.48259	0.4005	0.53534	0.52279	0.36906	0.53944	0.40658	0.54996	0.4367	0.56314	0.53124	0.34095	0.53949	-0.20024	0.52277	0.48363	0.41076	0.53948	0.54754	-0.34263	0.52698	0.5292	-0.20843	0.07649	0.53949	0.26412	0.53533	0.53949	0.5395	0.50997	0.57297	0.53949	0.51431	0.51861	-0.22462	0.52281	0.48325	0.53944	0.36277	-0.16516	0.53891	-0.38239	0.42845	0.40023	0.53537	0.06559	0.51831	0.52262	0.17645	0.51858	0.30045	0.52703	0.46071	0.50558	0.95696	-0.37979	0.53946	-0.07146	0.50913	0.61277	0.45772	0.61214	0.5946	0.07196	0.49458	0.06427	0.53123	0.7783	0.48999	-0.19322	0.00817	0.46842	0.44827	0.07891	0.53486	0.5758	-0.13457	-0.45585	0.74454	0.43231	0.57184	-0.15125	0.51314
"Tufted Titmouse"	0.55695	0.59059	0.54809	0.60934	0.08876	0.57629	0.60164	0.31899	0.68621	0.35774	0.74722	0.04234	-0.03416	0.54954	0.49645	0.66985	0.60693	0.55127	0.13912	0.68462	0.69539	0.59123	0.07497	0.52853	0.53783	0.57195	0.5567	0.6247	0.44142	0.06852	0.5385	0.52688	0.74584	0.17384	0.69161	0.77539	0.36902	0.44134	0.13138	0.54629	0.53554	0.52346	0.64034	0.54213	0.63193	0.52699	0.62006	0.60388	0.55682	0.52341	0.52972	0.53683	0.64564	0.54435	0.66344	0.79899	0.77626	0.59732	0.5264	0.55287	0.64841	0.57183	0.53687	0.73055	0.83167	0.53764	0.53687	0.58432	0.54687	0.06706	0.58999	0.53452	0.59005	0.56391	0.54118	0.54795	0.53855	0.17305	0.18226	0.56426	0.57227	0.59585	0.60718	0.55128	0.51677	0.2024	0.22388	0.64078	0.57835	0.87261	0.59301	0.69825	0.69728	0.57343	0.65691	0.88378	0.46565	0.59504	0.73158	0.74901	0.38291	0.65496	0.64224	0.60188	0.61516	0.85637	0.5938	0.55071	0.54617	0.83052	0.54573	0.08561	0.07764	0.25776	0.75216	0.50833	0.54415	0.2044	0.53213	0.15015	1.0	0.78901	0.31854	0.71425	0.60178	0.62159	0.54268	0.53933	0.64895	0.53976	0.56963	0.58333	0.62148	0.52245	0.54744	0.71975	0.53712	0.55651	0.54192	0.5936	0.62039	0.53702	0.54675	0.03341	0.53602	0.53546	0.57907	0.30519	0.53694	0.67427	0.54441	0.53732	0.53907	0.55942	0.53786	0.53963	0.55893	0.53701	0.03984	0.55233	0.5689	0.53976	0.66342	0.28431	0.52224	0.09148	0.64018	0.64141	0.54063	0.87679	0.54192	0.56314	0.8214	0.55759	0.77765	0.54658	0.54324	0.5622	0.12472	0.27377	0.53988	0.06237	0.55063	0.53799	0.57111	0.40816	0.52127	0.75839	0.53818	0.63796	0.54243	0.45022	0.53045	0.28483	0.66174	0.6225	0.58196	0.50079	0.54255	0.48415	0.51285	0.3262	0.33942	0.60899	0.53781	-0.01979	0.52749
"Red-breasted Nuthatch"	0.42849	0.46695	0.42477	0.46878	0.13151	0.53516	0.48621	0.29393	0.59788	0.44867	0.66379	0.1284	0.17018	0.4181	0.48666	0.60815	0.49976	0.46184	0.12199	0.63998	0.64494	0.44505	0.09115	0.422	0.40489	0.44486	0.43064	0.52571	0.51937	0.15386	0.41442	0.40167	0.73311	0.20075	0.67072	0.68449	0.28065	0.34717	0.42301	0.44191	0.43511	0.39871	0.53656	0.4217	0.5521	0.4018	0.56812	0.49952	0.42797	0.41327	0.42001	0.41492	0.56037	0.42296	0.58739	0.74552	0.78147	0.54535	0.40288	0.43296	0.59589	0.4516	0.41442	0.82689	0.77552	0.41558	0.41443	0.49711	0.42359	0.1141	0.47246	0.41388	0.45777	0.60883	0.41595	0.42647	0.41566	0.23233	0.27098	0.4306	0.43724	0.47651	0.47707	0.42184	0.40878	0.34398	0.34926	0.64271	0.47823	0.86657	0.44053	0.69696	0.55169	0.50816	0.52091	0.7766	0.40021	0.55035	0.7756	0.65018	0.53816	0.78442	0.51239	0.57567	0.49369	0.81037	0.48917	0.44357	0.41949	0.77461	0.41863	0.30793	0.18596	0.29649	0.78703	0.41994	0.42775	0.31024	0.40637	0.26618	0.78901	1.0	0.47533	0.74179	0.45854	0.53815	0.42242	0.43839	0.59815	0.41419	0.69245	0.47757	0.51772	0.41392	0.42275	0.60517	0.41423	0.56767	0.43203	0.45521	0.51615	0.41334	0.43597	0.18357	0.42399	0.41119	0.59455	0.25181	0.41333	0.55718	0.42002	0.42009	0.41581	0.44219	0.41407	0.41348	0.43441	0.43327	0.10809	0.4276	0.4471	0.41419	0.56635	0.24355	0.41348	0.20532	0.496	0.55192	0.41625	0.81326	0.41372	0.43496	0.86896	0.43551	0.78868	0.42841	0.49942	0.43953	0.24902	0.40024	0.41917	0.11198	0.44959	0.45783	0.45889	0.44568	0.43803	0.64526	0.41943	0.62369	0.42224	0.41877	0.43965	0.37824	0.65292	0.50153	0.49083	0.4704	0.41801	0.39091	0.5189	0.37299	0.33961	0.50551	0.41402	0.11522	0.40539
"White-breasted Nuthatch"	-0.39675	-0.32915	-0.40901	-0.23895	0.51757	-0.23709	-0.30593	0.37045	-0.05823	0.54107	0.06305	0.31757	0.72871	-0.40225	0.45569	-0.14867	-0.2041	-0.3956	0.17332	0.02655	0.19071	-0.3197	0.22194	-0.42031	-0.40847	-0.29186	-0.38495	-0.23402	0.45204	0.61752	-0.43082	-0.4333	0.27036	0.52482	0.00071	0.07965	-0.2237	-0.39544	0.48257	-0.39005	-0.29698	-0.44377	0.04726	-0.4225	-0.18823	-0.43165	-0.14599	-0.29712	-0.4059	-0.4364	-0.41823	-0.43424	-0.13613	-0.41992	-0.04893	0.09758	0.1571	-0.26232	-0.43402	-0.41206	-0.03706	-0.32242	-0.43704	0.69681	0.26951	-0.4387	-0.43701	-0.31001	-0.4327	0.42364	-0.16768	-0.4193	-0.32883	-0.12533	-0.43105	-0.41582	-0.43084	0.46098	0.57378	-0.3816	-0.37121	-0.30895	-0.30605	-0.40613	-0.31375	0.52869	0.71436	0.0148	-0.24629	0.37327	-0.34427	0.15368	-0.12009	-0.28408	-0.22163	0.21074	-0.42868	-0.07801	0.68431	-0.04331	0.9188	0.78714	-0.19222	-0.24589	-0.26866	0.20744	-0.29753	-0.37853	-0.41777	0.13413	-0.4231	0.76111	0.5306	-0.25602	0.36597	-0.38883	-0.41701	0.80484	-0.42762	-0.09681	0.31854	0.47533	1.0	0.58859	-0.31739	-0.23588	-0.43119	-0.40743	-0.14111	-0.42892	0.55463	-0.30719	-0.23207	-0.43171	-0.41632	-0.09621	-0.43595	0.65721	-0.41425	-0.33561	-0.22477	-0.44027	-0.39221	0.76497	-0.40836	-0.42815	0.59069	0.21057	-0.43741	0.10898	-0.42302	-0.43644	-0.43388	-0.39919	-0.43089	-0.43263	-0.38427	-0.41847	0.62505	-0.39846	-0.34344	-0.42892	-0.13235	0.40545	-0.43857	0.50158	-0.27098	-0.17398	-0.42692	0.34257	-0.4134	-0.39795	0.5171	-0.39175	0.24269	-0.40611	-0.31322	-0.40377	-0.02604	0.86317	-0.43715	0.31747	-0.40324	-0.33118	-0.34021	0.13208	-0.38512	0.24843	-0.39571	0.17846	-0.42748	-0.32565	-0.38287	0.47539	0.48235	-0.27003	-0.30387	0.12078	-0.42618	-0.4331	0.5991	0.77045	-0.37604	-0.31233	-0.43143	0.65925	-0.40554
"Brown Creeper"	0.23977	0.27552	0.2288	0.31073	0.19642	0.34605	0.29209	0.28859	0.4597	0.47905	0.59695	0.2713	0.24501	0.23003	0.47876	0.42696	0.35758	0.25088	0.2711	0.50065	0.61057	0.30195	0.33931	0.22869	0.23768	0.29208	0.24027	0.34825	0.39846	0.30596	0.22209	0.20565	0.72585	0.35529	0.46147	0.58893	0.2249	0.21194	0.37688	0.25914	0.25918	0.21621	0.40048	0.22433	0.37484	0.22074	0.35337	0.31763	0.24103	0.22105	0.23128	0.22018	0.40839	0.23253	0.49269	0.59586	0.59343	0.35546	0.23296	0.2474	0.51351	0.30815	0.21858	0.85175	0.73152	0.22072	0.21859	0.30396	0.22721	0.26195	0.30537	0.23182	0.27845	0.45675	0.22718	0.23191	0.21918	0.25741	0.33937	0.24891	0.24949	0.28243	0.29264	0.22946	0.24351	0.37776	0.45369	0.47655	0.34208	0.75306	0.29685	0.59774	0.42704	0.34595	0.35474	0.74198	0.15907	0.46672	0.84297	0.52883	0.69389	0.846	0.35408	0.40328	0.31199	0.74588	0.30343	0.2483	0.22487	0.61538	0.22825	0.37886	0.31086	0.07171	0.73982	0.23344	0.22983	0.46704	0.22842	0.00797	0.71425	0.74179	0.58859	1.0	0.27816	0.39975	0.225	0.24095	0.42297	0.22198	0.74875	0.26998	0.3339	0.22131	0.22904	0.44494	0.22009	0.64236	0.24065	0.27546	0.37302	0.21886	0.24655	0.29206	0.23466	0.22802	0.63614	0.27539	0.21868	0.48242	0.22451	0.22054	0.21975	0.2528	0.21952	0.21808	0.24819	0.24048	0.27907	0.24312	0.29377	0.22198	0.42659	0.26579	0.22997	0.35427	0.34104	0.38649	0.22401	0.79628	0.24985	0.23825	0.8603	0.24742	0.7031	0.23138	0.31619	0.25244	-0.02583	0.55709	0.22015	0.15698	0.25471	0.24878	0.29816	0.27291	0.22137	0.60651	0.25605	0.53694	0.2246	0.13976	0.24059	0.35986	0.74788	0.3353	0.31764	0.39342	0.22871	0.21093	0.5779	0.51033	0.12958	0.29961	0.21939	0.25739	0.23295
"Winter Wren"	0.94826	0.94007	0.9248	0.93371	-0.1801	0.82342	0.93933	0.21396	0.7529	-0.15312	0.69077	-0.20466	-0.6218	0.90348	0.22665	0.8308	0.89913	0.89814	-0.02047	0.72861	0.66865	0.9054	0.02033	0.92062	0.94366	0.92873	0.91431	0.91233	0.28753	-0.2733	0.93105	0.92594	0.5759	-0.28668	0.75963	0.71702	0.54345	0.81837	-0.07295	0.88362	0.81738	0.93109	0.78238	0.93523	0.86036	0.92467	0.79908	0.90287	0.94798	0.93105	0.92071	0.93105	0.8842	0.92057	0.75046	0.7326	0.72129	0.80981	0.92562	0.90463	0.81947	0.84485	0.93104	0.24609	0.58485	0.93086	0.93099	0.85204	0.9257	-0.28656	0.87719	0.91001	0.92544	0.64832	0.92577	0.92504	0.94049	-0.19638	-0.31592	0.93781	0.97101	0.9156	0.91919	0.95331	0.80127	-0.27154	-0.43251	0.75219	0.76414	0.55231	0.87442	0.6702	0.65681	0.81613	0.89671	0.65072	0.90365	0.64908	0.30094	0.76993	-0.26816	0.13629	0.92699	0.73235	0.93413	0.63763	0.93957	0.9327	0.94884	0.69266	0.93002	-0.44717	-0.47367	0.68559	0.51145	0.8917	0.93021	-0.44684	0.92054	0.48259	0.60178	0.45854	-0.31739	0.27816	1.0	0.75867	0.92582	0.9197	0.85602	0.93097	0.25095	0.88258	0.93032	0.93038	0.93935	0.81526	0.93105	0.01159	0.91004	0.93067	0.78608	0.93104	0.90904	-0.63742	0.92475	0.9099	0.05948	0.09835	0.93105	0.54664	0.93512	0.93105	0.94047	0.89401	0.93068	0.9404	0.91851	0.90484	-0.56054	0.92937	0.90024	0.93097	0.86098	0.09211	0.93022	-0.52831	0.79233	0.87935	0.92586	0.56466	0.90441	0.93848	0.41253	0.92378	0.62147	0.92496	0.89323	0.88852	0.39806	-0.39578	0.93101	-0.29713	0.90158	0.87432	0.83739	0.39593	0.90335	0.45436	0.86682	0.43384	0.92066	0.84269	0.84977	0.05604	0.19865	0.83487	0.83282	0.30676	0.92514	0.91089	0.11022	-0.34303	0.80842	0.77556	0.93109	-0.58182	0.88988
